Operational_Hours,Temperature_C,Vibration_mms,Oil_Level_pct,Remaining_Useful_Life_days,Failure_Within_7_Days
49753,65.37,8.09,39.79,496.0,0
36242,70.33,10.03,59.22,596.0,0
48290,63.17,11.49,50.71,383.0,0
70577,31.15,15.0,83.68,261.0,0
34595,30.95,12.65,68.48,595.0,0
74413,83.46,18.58,100.0,122.0,0
37957,93.73,9.24,42.92,525.0,0
81439,69.86,8.93,72.84,194.0,0
57540,61.38,9.48,73.53,392.0,0
93244,44.87,21.79,69.71,85.0,0
56944,44.9,17.21,77.66,293.0,0
67846,64.42,9.33,71.58,274.0,0
57770,71.82,7.71,58.13,340.0,0
37699,63.53,3.28,87.37,592.0,0
40946,51.16,10.28,79.96,587.0,0
63832,67.32,13.07,45.03,294.0,0
82338,62.75,15.67,74.22,104.0,0
44453,63.06,5.18,92.78,451.0,0
5091,63.39,13.34,41.81,866.0,0
1952,73.1,11.97,66.44,934.0,0
80675,70.94,15.58,27.41,121.0,0
38003,48.3,7.26,89.37,513.0,0
80232,64.05,13.26,72.4,121.0,0
62635,66.37,10.4,92.85,277.0,0
8287,58.86,9.21,63.86,909.0,0
42924,69.54,4.9,47.44,555.0,0
73071,50.41,9.59,89.62,248.0,0
92714,69.03,-0.46,40.57,96.0,0
66738,59.84,9.67,69.34,309.0,0
99882,54.04,12.66,46.14,0.0,1
87402,44.62,12.22,58.06,0.0,1
44742,53.78,13.06,53.47,601.0,0
5861,71.86,12.26,62.28,892.0,0
89723,56.75,12.77,56.29,44.0,0
73773,53.66,4.47,94.61,246.0,0
50673,50.3,16.58,11.49,565.0,0
35826,48.2,7.57,77.26,611.0,0
24530,49.22,3.93,83.35,724.0,0
34651,40.01,22.04,100.0,605.0,0
3378,50.79,13.33,76.18,856.0,0
10031,48.85,11.04,65.03,731.0,0
70591,37.43,15.11,71.36,263.0,0
2078,67.88,16.2,100.0,936.0,0
8568,76.36,12.33,100.0,865.0,0
81724,43.56,10.04,83.05,124.0,0
18865,54.7,11.59,67.74,741.0,0
48697,78.75,11.43,87.81,449.0,0
85993,60.18,5.99,70.84,176.0,0
59887,5.14,8.77,71.01,382.0,0
98761,41.19,13.45,74.63,0.0,1
9061,74.84,13.94,65.51,859.0,0
45189,79.48,10.05,100.0,367.0,0
58957,53.06,6.66,100.0,377.0,0
91305,76.03,16.26,91.24,0.0,1
88801,49.36,6.96,73.05,15.0,0
91212,59.3,14.99,17.73,20.0,0
45889,50.53,14.49,78.76,496.0,0
708,37.07,4.77,66.36,975.0,0
15782,61.3,18.36,77.36,872.0,0
4906,47.16,19.88,41.06,874.0,0
42823,64.13,9.77,81.09,508.0,0
30940,66.52,9.06,33.22,602.0,0
24245,25.98,7.38,55.46,736.0,0
70339,50.55,8.67,75.59,322.0,0
32243,82.04,6.8,77.24,630.0,0
95567,39.23,-0.9,83.49,8.0,0
25994,63.05,11.4,73.93,713.0,0
6026,51.79,7.15,33.03,850.0,0
33867,45.51,11.72,63.94,725.0,0
82456,61.86,17.23,59.86,0.0,1
38178,67.43,2.15,100.0,572.0,0
27258,80.53,9.62,71.46,716.0,0
40674,52.53,6.37,73.54,628.0,0
64984,77.23,12.48,82.23,279.0,0
25646,69.98,1.24,58.49,794.0,0
90600,56.3,16.49,79.32,0.0,1
81438,73.71,3.39,66.22,108.0,0
78928,35.63,9.73,84.48,161.0,0
48530,49.02,7.69,61.71,530.0,0
71325,68.25,7.52,43.72,262.0,0
32812,63.79,10.7,50.27,611.0,0
39075,64.95,7.59,59.36,601.0,0
6483,62.05,13.82,45.22,890.0,0
74683,60.8,6.97,52.34,146.0,0
5254,35.86,8.41,69.76,911.0,0
9738,48.06,12.88,64.8,909.0,0
3894,53.56,6.95,53.48,896.0,0
51849,54.99,18.36,66.28,310.0,0
50423,73.01,5.09,67.93,542.0,0
77625,61.92,19.7,59.79,152.0,0
74296,57.19,10.72,98.15,239.0,0
54469,36.65,6.17,45.61,348.0,0
10691,71.79,7.91,100.0,717.0,0
4434,91.37,11.44,52.3,847.0,0
36697,58.23,-0.33,79.41,616.0,0
36811,79.19,8.88,72.46,505.0,0
6489,76.5,8.83,35.09,871.0,0
11899,61.32,12.7,47.0,796.0,0
4628,42.73,8.07,70.69,947.0,0
44734,61.85,9.37,72.51,469.0,0
23495,54.93,9.18,69.05,635.0,0
75786,57.47,9.13,86.1,223.0,0
93159,76.11,10.23,89.73,0.0,1
99482,45.31,10.04,78.86,79.0,0
2402,56.87,17.67,78.48,887.0,0
23455,62.76,8.44,64.11,638.0,0
24934,60.45,2.33,92.12,643.0,0
78443,73.1,5.71,57.09,170.0,0
25814,38.05,15.31,58.62,766.0,0
7341,97.53,4.85,48.24,800.0,0
99776,86.44,12.13,46.87,0.0,1
66611,60.58,3.95,87.77,375.0,0
67091,70.88,9.29,40.18,243.0,0
20645,72.01,6.61,77.44,714.0,0
66472,78.89,3.97,83.08,260.0,0
34643,54.03,3.84,72.05,618.0,0
59175,60.05,8.89,66.12,341.0,0
63997,28.97,15.73,90.96,203.0,0
33480,63.53,8.44,100.0,597.0,0
85295,44.88,7.25,82.74,95.0,0
95962,52.17,12.58,95.37,0.0,1
15151,67.54,9.57,49.82,769.0,0
14027,60.25,14.46,31.11,822.0,0
90257,52.79,11.99,48.24,138.0,0
49849,60.87,6.58,97.34,521.0,0
81191,32.15,13.52,73.06,176.0,0
53534,87.77,10.41,59.6,355.0,0
43392,80.9,11.2,84.3,437.0,0
74357,71.75,9.4,67.1,163.0,0
99461,55.99,13.27,83.02,0.0,1
46353,56.14,0.02,100.0,490.0,0
80007,63.43,8.89,66.42,181.0,0
88450,50.88,16.15,100.0,66.0,0
90438,51.6,12.68,67.81,42.0,0
46180,46.14,5.08,75.63,530.0,0
69859,77.98,3.21,88.52,265.0,0
94564,76.43,10.25,30.86,0.0,1
73284,44.81,13.05,83.15,216.0,0
66888,62.32,12.82,100.0,234.0,0
20633,77.84,15.35,61.5,687.0,0
35910,74.3,11.7,75.61,613.0,0
86798,47.88,13.15,64.05,91.0,0
347,66.32,3.67,85.23,1012.0,0
74507,71.24,12.92,85.64,223.0,0
18108,45.83,13.02,57.5,735.0,0
79962,52.26,4.62,82.91,124.0,0
33552,63.56,0.54,92.92,637.0,0
6860,67.18,9.07,89.29,924.0,0
84709,77.1,6.32,65.81,187.0,0
57655,71.31,8.36,32.99,492.0,0
70863,29.66,6.16,48.05,175.0,0
14546,48.05,5.34,83.39,892.0,0
96097,63.43,10.53,56.2,106.0,0
69157,54.83,11.64,100.0,307.0,0
63951,81.69,10.88,80.12,314.0,0
66477,43.13,12.53,51.68,340.0,0
97366,88.78,10.0,100.0,0.0,1
93817,55.92,20.6,27.65,46.0,0
2770,65.88,9.16,34.75,871.0,0
80168,52.61,1.4,35.17,186.0,0
86697,58.61,8.11,74.71,90.0,0
57326,60.73,8.61,100.0,365.0,0
71464,58.2,2.1,36.46,274.0,0
34519,46.2,10.41,58.31,547.0,0
13085,63.09,-0.48,84.11,818.0,0
21240,66.51,11.63,94.59,730.0,0
37406,52.24,11.32,81.29,651.0,0
58191,56.71,22.38,83.0,360.0,0
53976,59.38,10.33,61.13,409.0,0
62586,69.39,4.81,48.3,294.0,0
23302,31.18,7.02,93.5,727.0,0
55552,44.81,23.11,74.78,396.0,0
77765,30.33,1.63,92.58,239.0,0
39535,66.13,9.74,62.04,539.0,0
40903,53.8,11.83,56.56,595.0,0
6412,38.18,6.71,55.96,940.0,0
9077,66.7,7.84,88.96,969.0,0
51023,53.15,19.41,100.0,333.0,0
6172,57.33,13.24,59.16,884.0,0
15994,67.59,6.11,82.56,867.0,0
79597,74.59,7.6,69.34,167.0,0
63153,43.87,6.76,69.27,313.0,0
28528,48.38,1.63,62.13,689.0,0
67134,70.34,15.64,88.32,226.0,0
25890,53.46,4.84,80.99,664.0,0
55104,47.79,4.93,88.67,413.0,0
97774,53.39,18.95,94.98,0.0,1
46723,31.87,8.73,100.0,507.0,0
90043,78.69,13.07,46.59,56.0,0
86733,61.26,10.16,86.28,0.0,1
8541,56.77,15.8,82.15,798.0,0
88158,53.1,8.01,64.69,88.0,0
26715,59.06,-3.91,62.25,743.0,0
94444,47.35,17.2,59.9,11.0,0
33654,50.12,9.26,50.76,631.0,0
13086,50.54,9.83,61.13,799.0,0
74907,75.92,2.59,57.53,185.0,0
80364,50.38,6.16,41.76,189.0,0
46800,60.86,3.31,74.62,533.0,0
92363,89.02,12.22,46.35,0.0,1
41534,69.51,5.99,60.9,508.0,0
40839,63.94,8.82,70.61,495.0,0
53848,44.97,13.72,67.83,341.0,0
40472,61.07,23.46,63.12,560.0,0
47575,73.17,18.55,29.17,368.0,0
56632,56.28,2.2,85.94,417.0,0
92463,63.41,3.47,51.5,0.0,1
43272,35.28,4.84,66.31,498.0,0
88896,74.88,10.51,92.35,25.0,0
98668,79.03,8.94,45.83,0.0,1
69241,29.41,5.82,87.29,234.0,0
89180,32.93,11.03,57.91,40.0,0
85768,70.66,14.44,85.14,152.0,0
53593,62.51,11.51,63.25,412.0,0
47344,51.65,12.32,55.86,448.0,0
61580,37.88,9.91,99.17,351.0,0
88207,57.87,14.96,69.35,144.0,0
30523,64.17,17.58,51.58,611.0,0
40673,59.86,10.46,56.47,514.0,0
29443,68.98,4.95,85.32,751.0,0
4977,80.94,15.06,73.12,869.0,0
31085,40.9,6.64,34.62,655.0,0
1846,41.73,6.49,75.73,1023.0,0
66166,74.91,10.17,67.46,322.0,0
7852,62.97,14.77,77.79,835.0,0
43218,77.1,13.27,70.7,458.0,0
94251,52.97,14.28,35.98,0.0,1
5044,32.63,2.72,64.57,905.0,0
23480,76.87,11.53,82.53,646.0,0
99012,73.33,6.44,88.7,0.0,1
21320,71.84,11.19,71.66,646.0,0
13655,57.23,7.46,48.69,809.0,0
48819,48.22,14.39,49.66,544.0,0
91080,44.55,6.98,59.23,102.0,0
88725,60.7,4.04,97.98,92.0,0
75971,50.31,2.82,81.62,266.0,0
11971,59.53,10.17,86.08,873.0,0
4094,48.85,5.61,76.48,952.0,0
48807,48.34,17.25,95.0,497.0,0
31198,83.39,5.68,99.32,676.0,0
55127,46.47,6.21,98.96,425.0,0
11673,58.7,12.39,51.48,804.0,0
31635,49.78,14.05,87.94,609.0,0
61512,98.49,8.51,79.67,325.0,0
53087,61.48,4.09,51.82,408.0,0
41307,47.4,6.47,52.69,559.0,0
43686,75.37,4.37,87.83,614.0,0
61799,63.42,14.35,100.0,307.0,0
60074,39.81,16.84,67.66,402.0,0
72416,61.95,6.39,68.6,284.0,0
87779,39.14,1.2,75.49,131.0,0
39592,74.36,18.27,91.2,465.0,0
7625,64.01,5.32,100.0,837.0,0
32111,73.64,2.94,80.8,740.0,0
63519,26.19,5.14,100.0,316.0,0
1184,72.63,14.07,82.93,981.0,0
47193,67.1,5.35,100.0,621.0,0
89720,55.64,11.85,48.64,116.0,0
187,77.44,7.32,74.85,943.0,0
29839,35.68,13.86,58.12,614.0,0
2427,70.25,8.37,50.75,941.0,0
27905,63.61,10.65,77.37,649.0,0
90249,54.98,6.61,100.0,0.0,1
87582,43.09,6.54,100.0,0.0,1
57724,67.95,13.64,71.91,297.0,0
30356,58.18,6.73,67.62,677.0,0
14232,67.1,8.86,65.07,826.0,0
45438,56.65,6.74,75.23,488.0,0
39379,42.18,8.9,58.26,626.0,0
5066,60.84,12.86,47.11,888.0,0
50961,65.55,9.61,68.55,502.0,0
84921,56.95,15.42,61.19,67.0,0
45135,73.43,15.19,100.0,470.0,0
32430,66.93,4.22,83.29,690.0,0
20597,48.94,10.06,100.0,773.0,0
4308,63.82,9.53,72.53,937.0,0
96289,52.73,16.93,61.63,44.0,0
54949,68.16,9.54,37.63,363.0,0
91637,70.58,15.54,56.78,52.0,0
68999,28.22,14.33,42.96,240.0,0
40361,69.43,10.41,47.12,562.0,0
17659,61.92,13.77,80.2,735.0,0
89148,71.97,17.93,95.78,40.0,0
32880,48.93,2.74,76.94,678.0,0
88469,47.87,6.48,74.42,65.0,0
62366,54.51,16.81,0.48,457.0,0
99237,63.12,6.98,86.31,0.0,1
17407,72.42,10.52,67.95,824.0,0
43461,69.13,8.6,52.37,572.0,0
36803,52.48,7.14,84.04,545.0,0
1773,78.26,8.35,46.45,964.0,0
4005,55.74,11.49,89.94,704.0,0
60382,51.66,14.14,88.64,330.0,0
47299,67.2,4.53,78.93,441.0,0
34161,51.13,20.23,66.77,567.0,0
21310,29.73,12.42,64.95,829.0,0
95786,62.61,8.08,81.3,44.0,0
29089,61.86,12.59,86.44,580.0,0
85732,52.58,8.87,50.54,148.0,0
24247,44.68,16.06,66.0,695.0,0
15129,55.1,8.17,51.35,764.0,0
89242,79.42,19.0,77.57,0.0,1
10566,35.14,17.74,57.93,748.0,0
15827,64.5,6.24,32.14,880.0,0
46484,58.68,10.45,66.63,538.0,0
70411,68.96,10.75,43.03,307.0,0
17898,50.73,8.82,63.37,810.0,0
18926,39.51,7.61,66.76,800.0,0
22525,58.69,16.41,100.0,692.0,0
69746,57.18,2.92,84.82,262.0,0
6702,54.46,5.84,65.59,809.0,0
50650,79.82,7.51,80.89,438.0,0
22492,69.78,8.06,37.09,681.0,0
83932,49.21,8.05,89.83,181.0,0
38759,58.9,4.72,98.09,525.0,0
83690,24.98,6.38,63.86,86.0,0
76069,71.14,13.3,79.99,172.0,0
13868,96.34,5.59,80.2,760.0,0
58911,54.3,13.88,45.08,313.0,0
89659,69.11,17.94,83.08,0.0,1
32687,53.79,3.82,64.04,693.0,0
48931,82.32,15.72,53.77,370.0,0
1204,34.87,9.54,71.93,1021.0,0
1454,92.56,9.27,63.68,913.0,0
2565,54.64,10.82,81.45,968.0,0
4512,31.69,2.42,100.0,997.0,0
42128,75.27,9.58,48.16,515.0,0
83899,52.7,5.59,70.67,97.0,0
31295,65.64,19.19,66.95,623.0,0
90824,56.01,7.63,67.47,52.0,0
55743,69.93,6.57,86.14,416.0,0
61469,51.12,14.09,66.16,331.0,0
71239,39.73,6.83,23.46,271.0,0
15372,79.68,16.6,44.44,778.0,0
99848,61.98,15.47,94.56,0.0,1
74743,58.4,13.92,80.65,248.0,0
40904,72.63,3.87,59.78,545.0,0
10623,59.81,15.83,74.69,817.0,0
10386,60.46,13.21,88.5,866.0,0
52611,82.17,7.23,67.3,416.0,0
46212,49.07,4.88,63.19,505.0,0
50724,39.77,12.26,62.44,539.0,0
22789,59.3,12.62,57.03,741.0,0
1127,40.13,2.57,34.24,885.0,0
14236,74.3,7.96,82.49,811.0,0
16251,54.04,12.13,59.75,735.0,0
77439,74.71,13.06,55.33,135.0,0
63486,42.38,17.03,75.29,391.0,0
80562,43.42,7.97,64.79,186.0,0
32388,31.23,3.31,49.14,672.0,0
23233,32.24,8.08,60.58,820.0,0
8077,56.91,10.11,90.93,899.0,0
29921,98.85,9.93,69.66,700.0,0
47753,70.68,10.37,56.3,512.0,0
92777,78.04,11.14,74.2,32.0,0
1530,68.73,5.35,69.88,961.0,0
23103,58.4,12.28,72.1,748.0,0
27326,36.17,7.12,96.19,599.0,0
80111,48.76,16.77,56.07,134.0,0
16297,67.42,4.08,100.0,791.0,0
21251,60.08,9.13,81.25,710.0,0
43066,66.02,11.2,30.02,506.0,0
79407,31.28,9.83,76.89,132.0,0
9946,45.28,7.96,57.41,891.0,0
19543,51.46,11.9,94.39,774.0,0
40703,66.07,9.43,59.14,581.0,0
19926,32.53,11.18,88.57,777.0,0
42701,39.2,0.82,93.89,594.0,0
53479,55.37,8.98,76.69,491.0,0
84411,61.54,8.37,45.89,150.0,0
4116,95.53,5.31,70.76,909.0,0
52292,56.76,4.95,83.0,413.0,0
30248,42.13,7.86,68.67,644.0,0
70190,42.85,-1.09,89.75,256.0,0
47435,64.94,3.98,60.11,471.0,0
64919,56.06,10.33,55.66,291.0,0
26641,55.6,11.82,70.13,653.0,0
87985,48.63,2.52,67.74,138.0,0
75020,51.21,9.61,51.64,145.0,0
41657,48.87,14.96,87.61,609.0,0
42874,44.02,11.12,57.16,417.0,0
92851,70.96,9.97,68.79,5.0,1
72515,65.43,10.6,68.73,237.0,0
90033,65.9,16.72,48.29,78.0,0
38268,46.39,12.09,78.18,644.0,0
1501,43.82,-1.02,62.43,1080.0,0
88035,61.33,14.75,77.59,89.0,0
77539,61.31,10.04,57.58,170.0,0
20104,56.88,11.5,65.5,793.0,0
74612,73.97,9.57,47.57,179.0,0
29576,46.72,10.08,68.3,739.0,0
18538,81.02,4.32,67.68,717.0,0
66145,77.1,7.0,71.17,271.0,0
45457,45.54,15.43,58.25,441.0,0
39747,45.22,19.47,72.87,498.0,0
57540,80.97,2.52,78.03,398.0,0
23479,49.27,6.66,95.66,660.0,0
67087,45.82,23.27,89.71,293.0,0
62015,54.95,3.56,55.77,368.0,0
72490,71.63,16.41,68.57,179.0,0
29611,38.86,3.69,76.74,705.0,0
47760,33.58,2.04,72.55,607.0,0
70658,60.32,6.4,77.01,257.0,0
24797,45.82,11.78,67.66,705.0,0
83047,27.84,2.8,47.72,131.0,0
33437,63.89,14.07,66.18,681.0,0
26913,45.01,4.78,55.0,729.0,0
91038,71.27,-0.07,52.06,34.0,0
9482,22.97,13.46,37.06,897.0,0
66971,61.32,9.44,69.5,311.0,0
45906,59.59,7.31,35.95,404.0,0
39695,38.41,7.05,43.55,636.0,0
4334,72.39,8.22,91.07,817.0,0
61134,52.9,6.0,60.24,457.0,0
92559,39.78,3.66,77.03,30.0,0
87538,105.97,8.97,63.86,63.0,0
62710,51.19,12.67,84.52,405.0,0
12157,58.3,6.06,81.75,876.0,0
37976,63.41,7.42,81.62,510.0,0
27614,32.1,13.84,93.98,724.0,0
37912,69.27,7.18,31.34,588.0,0
11046,52.67,14.94,60.0,787.0,0
44006,65.98,13.97,70.27,534.0,0
86840,79.71,5.16,93.49,96.0,0
14848,59.46,15.0,94.68,729.0,0
40740,65.72,1.94,85.71,558.0,0
78962,87.36,8.92,50.88,118.0,0
26139,40.24,6.31,46.2,705.0,0
41274,76.67,15.48,76.56,457.0,0
15063,59.79,11.84,75.54,801.0,0
96583,72.54,6.39,77.68,0.0,1
90908,50.97,14.82,91.15,39.0,0
72907,36.13,7.92,97.93,253.0,0
36133,44.97,10.82,100.0,634.0,0
68695,64.55,-1.84,91.8,300.0,0
54313,52.71,6.22,74.43,459.0,0
51499,52.59,10.27,40.71,559.0,0
32925,69.62,-1.13,71.98,602.0,0
61137,50.34,4.75,66.49,360.0,0
74837,35.87,20.34,0.86,81.0,0
54718,46.26,7.06,54.93,442.0,0
61688,78.16,11.84,63.72,332.0,0
51115,60.3,14.34,54.97,404.0,0
149,50.85,7.27,58.01,924.0,0
63397,41.84,14.51,41.33,368.0,0
19987,65.72,10.82,97.01,810.0,0
96573,55.6,4.17,86.82,14.0,0
24114,56.3,8.4,69.55,692.0,0
80304,55.96,4.13,63.38,87.0,0
90948,65.84,7.13,67.01,13.0,0
50650,74.59,16.59,58.06,315.0,0
55211,71.93,13.31,71.87,355.0,0
81189,78.42,15.02,68.16,187.0,0
75158,87.99,-1.25,65.79,155.0,0
71956,36.74,11.09,92.57,216.0,0
52952,68.42,6.48,69.46,515.0,0
76606,69.08,12.74,100.0,205.0,0
87182,64.66,11.58,78.76,100.0,0
6708,89.02,15.47,92.45,847.0,0
26416,62.4,8.94,77.29,773.0,0
14782,72.5,14.01,85.06,801.0,0
46597,59.41,9.81,90.32,513.0,0
7286,47.5,18.56,79.12,979.0,0
12185,76.46,12.73,27.5,860.0,0
13039,47.05,6.34,66.43,856.0,0
33459,53.54,14.41,79.45,654.0,0
13670,63.23,8.33,53.55,796.0,0
69172,60.21,7.34,65.42,311.0,0
53236,75.9,8.63,54.67,480.0,0
27455,56.63,19.33,90.9,651.0,0
5133,63.63,8.93,92.48,998.0,0
1569,50.44,13.79,68.69,935.0,0
62361,41.02,1.75,51.36,404.0,0
35814,79.75,15.37,72.11,665.0,0
84994,66.08,5.97,51.42,87.0,0
14417,93.69,9.27,85.15,814.0,0
23642,73.13,13.47,75.61,628.0,0
29159,30.05,12.87,74.25,593.0,0
21747,50.28,7.39,65.83,758.0,0
43774,45.51,12.4,86.83,436.0,0
69328,59.99,-0.99,99.94,177.0,0
73491,66.96,17.91,70.44,260.0,0
30759,73.48,16.77,100.0,620.0,0
26281,88.83,10.65,84.43,726.0,0
18976,60.59,2.96,86.54,752.0,0
2259,72.81,15.8,58.05,992.0,0
58660,73.7,8.41,62.54,387.0,0
56404,60.12,6.47,100.0,434.0,0
29947,90.76,21.59,71.33,574.0,0
40802,48.08,3.61,49.15,523.0,0
89356,46.29,7.47,77.9,131.0,0
90848,68.12,13.71,58.19,0.0,1
34060,55.01,4.68,74.39,545.0,0
86250,77.29,7.03,28.16,53.0,0
83314,52.05,12.23,77.07,134.0,0
84912,56.36,8.63,77.44,24.0,0
47901,88.71,6.2,65.95,567.0,0
74805,70.92,3.5,70.32,167.0,0
76788,73.48,-1.0,78.43,146.0,0
94407,64.1,15.49,93.99,48.0,0
57183,50.46,2.7,52.74,370.0,0
29126,45.03,13.7,68.52,641.0,0
40929,74.73,9.53,89.59,550.0,0
7369,45.81,9.54,67.03,813.0,0
3415,23.73,9.67,98.46,915.0,0
30690,71.45,6.04,52.92,647.0,0
26080,55.32,7.6,66.17,630.0,0
89858,47.85,6.18,52.01,42.0,0
3347,78.53,8.34,71.88,948.0,0
79973,77.6,8.61,76.53,155.0,0
51307,72.83,8.99,67.86,416.0,0
42537,73.56,13.97,63.0,444.0,0
96495,54.88,3.86,76.82,0.0,1
94000,55.19,14.36,65.65,25.0,0
25645,60.41,8.61,53.61,677.0,0
58811,36.63,16.09,35.63,303.0,0
34738,80.07,4.08,82.19,653.0,0
30518,9.27,18.89,74.1,746.0,0
76413,68.35,10.68,91.53,196.0,0
47824,43.53,5.05,53.77,398.0,0
63782,48.39,10.38,74.71,297.0,0
25576,62.96,9.54,51.17,601.0,0
74592,62.22,14.33,53.95,181.0,0
87274,50.06,16.82,61.73,147.0,0
65856,47.35,7.66,78.5,292.0,0
37516,50.39,9.55,67.32,612.0,0
87371,59.36,15.3,92.11,121.0,0
88938,105.44,11.45,86.78,39.0,0
17891,71.79,15.73,87.04,733.0,0
50501,73.16,12.33,65.92,430.0,0
23341,55.35,12.54,19.81,715.0,0
91773,81.74,6.03,99.73,0.0,1
76174,50.29,-3.34,61.06,202.0,0
65010,49.61,18.65,100.0,323.0,0
39707,42.31,8.38,74.21,583.0,0
42099,51.18,5.14,70.63,474.0,0
48308,59.58,8.96,45.88,465.0,0
32746,64.87,9.0,71.82,640.0,0
71663,73.83,6.37,46.22,279.0,0
18875,80.67,12.11,90.66,741.0,0
67113,83.06,12.11,91.21,233.0,0
68136,54.99,10.59,53.77,245.0,0
27851,73.38,6.53,96.03,587.0,0
68621,86.99,2.99,42.17,298.0,0
77709,62.98,8.0,66.16,193.0,0
59564,41.53,6.53,100.0,408.0,0
75305,71.71,13.77,68.89,238.0,0
5580,61.4,4.49,66.63,871.0,0
2653,44.95,10.1,74.65,931.0,0
87341,58.74,8.18,58.07,2.0,1
5799,57.4,-1.35,64.46,949.0,0
52839,26.1,13.28,53.02,428.0,0
82653,49.94,5.64,61.92,90.0,0
251,88.07,4.04,87.92,893.0,0
174,58.37,3.84,70.84,981.0,0
75724,54.98,10.43,99.36,246.0,0
61100,45.36,6.35,76.29,414.0,0
94552,71.16,0.96,55.81,117.0,0
85235,80.24,6.68,98.62,86.0,0
39750,43.49,9.56,57.63,585.0,0
40750,75.84,15.01,37.72,549.0,0
48255,27.11,12.48,64.11,538.0,0
2170,57.14,14.46,89.39,884.0,0
73995,67.19,14.89,85.4,201.0,0
29663,69.61,14.75,75.77,659.0,0
51643,54.67,16.2,53.43,469.0,0
18661,59.73,10.72,84.14,831.0,0
76197,75.03,13.4,87.15,222.0,0
41296,51.33,9.83,78.23,513.0,0
67648,57.61,20.93,39.11,282.0,0
19114,68.65,10.76,70.25,764.0,0
89383,62.07,17.22,56.45,64.0,0
85756,34.46,9.85,39.25,76.0,0
63792,67.57,-2.5,100.0,317.0,0
86350,63.56,13.42,100.0,49.0,0
25027,72.53,7.67,17.24,686.0,0
17021,67.26,7.04,44.54,763.0,0
41779,76.66,0.41,31.4,529.0,0
82866,90.73,11.37,61.46,124.0,0
47616,72.26,-1.66,70.11,397.0,0
13614,63.03,17.34,55.96,902.0,0
79004,77.46,10.48,100.0,195.0,0
95368,60.46,8.62,54.91,52.0,0
57975,63.52,15.38,78.27,395.0,0
59521,44.82,8.24,84.41,374.0,0
56575,65.34,3.5,78.24,285.0,0
65532,60.96,10.9,100.0,308.0,0
58411,52.54,6.63,73.41,371.0,0
2812,73.54,13.02,59.02,799.0,0
57254,87.13,8.93,96.94,363.0,0
14712,72.39,1.8,63.23,898.0,0
125,53.8,17.19,93.3,868.0,0
66427,77.58,12.75,100.0,281.0,0
14139,68.66,9.82,28.41,765.0,0
33694,87.59,7.41,66.17,639.0,0
56754,76.22,7.78,70.7,388.0,0
38559,75.16,8.65,70.13,489.0,0
76120,44.36,16.28,50.12,221.0,0
95363,68.61,13.92,94.88,0.0,1
40473,46.25,15.75,44.32,473.0,0
77757,60.72,13.14,64.3,225.0,0
65173,61.96,4.96,66.06,312.0,0
41973,69.85,18.25,83.11,494.0,0
51184,66.87,17.65,95.17,516.0,0
46820,46.95,6.21,68.41,461.0,0
67013,65.28,9.94,100.0,334.0,0
91072,86.64,14.04,68.49,115.0,0
88311,42.43,8.06,86.74,59.0,0
29083,75.35,9.45,47.9,565.0,0
82448,50.09,14.84,90.78,88.0,0
42620,68.39,4.75,68.96,445.0,0
77092,86.84,6.66,65.43,174.0,0
72791,41.38,14.04,73.74,196.0,0
12983,58.52,13.09,59.37,810.0,0
30815,58.69,13.31,90.23,612.0,0
28459,33.29,10.06,44.59,618.0,0
42960,64.0,8.68,100.0,512.0,0
79978,38.3,9.21,40.54,120.0,0
53895,69.74,14.7,36.73,458.0,0
60136,69.81,13.89,51.36,371.0,0
11901,74.52,5.36,80.63,923.0,0
1714,52.06,12.62,60.72,961.0,0
12835,52.18,13.95,59.02,901.0,0
90787,55.72,15.14,64.01,170.0,0
41699,55.3,12.97,83.64,497.0,0
58456,74.14,12.46,30.72,394.0,0
33743,48.57,5.24,83.11,644.0,0
51553,57.24,15.59,67.28,514.0,0
580,75.77,6.63,88.94,1018.0,0
88453,62.62,10.51,53.91,72.0,0
62238,61.19,13.46,100.0,222.0,0
86996,71.52,12.64,75.51,11.0,0
49196,50.47,13.41,69.51,449.0,0
81492,29.98,4.44,45.86,110.0,0
27748,54.94,14.32,94.06,588.0,0
58667,52.29,15.74,75.75,321.0,0
97494,21.23,15.08,56.72,0.0,1
87489,51.73,9.94,87.36,96.0,0
41278,75.67,10.04,73.04,508.0,0
99533,71.44,11.86,39.31,0.0,1
74499,76.22,4.32,87.34,173.0,0
30812,72.14,-3.12,74.16,717.0,0
37962,59.78,4.21,43.28,553.0,0
48116,63.1,8.25,27.24,552.0,0
49772,56.91,4.3,80.18,452.0,0
60840,43.09,9.72,80.31,397.0,0
58922,75.8,10.88,67.01,405.0,0
27084,53.33,6.77,85.49,655.0,0
65652,66.73,7.07,66.14,354.0,0
97131,65.5,5.3,59.82,0.0,1
48474,77.33,6.29,37.46,380.0,0
93844,52.86,8.49,68.74,70.0,0
5756,72.26,11.26,31.14,930.0,0
13228,72.06,17.07,60.71,779.0,0
51854,87.13,13.57,42.96,349.0,0
76741,31.57,12.27,72.48,277.0,0
12730,70.84,3.83,59.4,819.0,0
13440,56.93,8.0,34.03,857.0,0
82501,81.63,12.66,37.29,55.0,0
83070,79.44,16.83,76.82,89.0,0
8000,33.84,2.13,98.53,973.0,0
77025,51.86,14.86,61.97,162.0,0
78457,72.47,11.42,56.46,72.0,0
