Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,AI_Override_Events,Machine_Type_AGV,Machine_Type_Automated_Screwdriver,Machine_Type_Boiler,Machine_Type_CMM,Machine_Type_CNC_Lathe,Machine_Type_CNC_Mill,Machine_Type_Carton_Former,Machine_Type_Compressor,Machine_Type_Conveyor_Belt,Machine_Type_Crane,Machine_Type_Dryer,Machine_Type_Forklift_Electric,Machine_Type_Furnace,Machine_Type_Grinder,Machine_Type_Heat_Exchanger,Machine_Type_Hydraulic_Press,Machine_Type_Industrial_Chiller,Machine_Type_Injection_Molder,Machine_Type_Labeler,Machine_Type_Laser_Cutter,Machine_Type_Mixer,Machine_Type_Palletizer,Machine_Type_Pick_and_Place,Machine_Type_Press_Brake,Machine_Type_Pump,Machine_Type_Robot_Arm,Machine_Type_Shrink_Wrapper,Machine_Type_Shuttle_System,Machine_Type_Vacuum_Packer,Machine_Type_Valve_Controller,Machine_Type_Vision_System,Machine_Type_XRay_Inspector
2014,29008,58.62,2.81,90.58,62.84,7.84,137.74,58,5,1,0,1,758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,9792,53.62,15.2,77.71,83.32,69.13,185.3,57,4,2,0,2,911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,79642,68.51,7.36,75.06,81.9,75.38,133.1,83,3,3,0,3,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7047,59.44,6.05,59.22,71.7,33.38,108.23,156,10,1,1,0,964.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,45832,76.56,9.99,51.16,75.58,84.08,121.45,293,5,2,1,2,517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,61270,74.27,18.35,78.29,45.76,100.0,140.83,110,4,1,0,3,278.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,26279,82.12,3.23,89.23,33.86,72.26,51.72,10,5,4,0,8,701.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,59044,64.23,5.77,82.68,76.63,68.95,150.76,266,4,1,1,4,385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,54882,68.97,9.09,86.65,59.77,76.2,18.29,152,5,1,0,3,322.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,66355,66.11,11.87,90.69,72.34,73.39,153.03,235,3,2,0,1,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2036,79882,40.39,14.06,65.98,85.52,46.87,71.01,343,6,3,0,2,83.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,21811,82.47,10.98,73.07,53.05,34.37,205.48,248,6,4,0,2,674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,70705,66.79,14.44,89.01,73.88,42.26,98.0,69,5,2,0,3,204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2027,45448,73.39,15.36,63.15,51.17,54.95,131.29,220,6,4,1,6,486.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4044,67.3,10.7,71.66,64.51,62.46,206.2,10,8,2,1,3,902.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,42319,66.62,15.14,89.94,49.06,75.84,92.35,80,7,2,0,5,471.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,30754,63.07,15.2,71.1,58.14,87.2,212.01,5,6,1,0,2,639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,76876,21.85,13.12,67.21,40.75,70.89,134.94,277,2,5,1,1,178.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,56386,64.18,9.37,81.63,73.83,100.0,199.0,174,4,4,0,3,417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2486,38.69,16.69,70.14,57.31,47.92,149.8,240,3,3,1,4,883.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,10020,74.35,16.3,85.04,54.78,44.53,31.55,44,1,5,0,5,904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,1236,52.32,9.63,66.84,73.98,33.12,98.25,306,2,2,0,4,975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,53610,53.0,9.62,79.96,88.02,30.25,194.94,328,3,1,0,2,430.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,95937,60.69,6.99,81.74,93.69,74.24,153.54,276,3,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,81688,37.21,0.28,63.79,30.53,74.29,188.26,10,5,0,0,2,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,30735,68.45,14.83,78.35,24.83,56.11,236.7,98,8,2,0,1,580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,85894,62.31,1.3,74.83,55.92,71.3,158.21,164,5,7,0,5,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,76818,64.03,8.45,80.73,46.23,55.06,106.07,139,2,3,1,1,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,46346,63.98,10.57,51.95,82.94,71.59,262.0,128,8,1,0,4,552.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,18010,56.96,13.39,77.07,63.14,34.98,65.85,188,4,2,0,2,777.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,93987,68.11,23.46,71.82,87.09,69.55,152.65,171,3,1,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,80876,48.63,16.06,75.51,66.05,89.7,171.46,273,4,6,1,2,89.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,78955,76.33,14.77,69.64,61.35,65.08,44.92,269,7,1,0,2,178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,66705,42.73,11.2,77.95,65.95,100.0,76.85,59,7,0,0,5,372.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,39650,84.54,12.52,76.44,68.51,49.26,191.83,41,2,0,0,3,505.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,44149,67.71,20.22,59.54,46.15,37.26,235.78,186,10,1,0,2,439.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,23079,73.28,17.36,72.27,74.41,45.26,195.3,229,7,2,0,3,723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,86642,51.12,3.38,84.77,68.86,48.96,89.94,169,7,1,1,6,212.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,40222,77.23,7.17,83.97,68.84,71.3,199.38,110,5,5,0,2,542.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,76909,50.45,8.73,79.56,90.63,34.59,53.39,187,6,1,0,3,213.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,42931,64.67,4.69,77.45,96.13,78.99,-68.78,122,5,2,0,2,543.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2026,47603,80.68,4.15,70.29,97.96,0.0,108.03,185,8,2,0,3,514.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,28908,54.63,4.45,74.01,57.34,76.25,103.72,362,5,5,1,2,758.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,50668,59.4,15.08,72.5,57.28,64.38,266.96,360,2,3,0,5,394.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,17495,54.63,8.04,101.93,87.15,95.55,60.28,350,6,2,1,2,854.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,10846,63.07,2.56,73.63,59.82,69.21,274.41,0,6,2,1,2,840.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,3659,67.11,9.66,78.23,94.7,29.26,107.91,224,10,3,1,5,940.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9943,51.68,-2.14,74.15,70.83,30.56,107.9,310,4,2,0,2,917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,97478,58.0,9.9,58.79,87.32,75.7,55.09,338,5,1,1,5,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,72259,57.93,10.98,84.49,42.06,45.37,278.29,171,1,1,0,5,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,2098,98.55,15.24,75.62,85.13,44.65,260.6,161,3,0,1,3,803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,87842,96.49,17.63,82.42,36.21,64.25,206.34,177,2,0,0,3,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,34317,43.07,11.64,78.27,100.0,19.08,93.93,289,4,3,1,2,605.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,68497,64.52,12.67,56.63,48.14,51.53,245.18,111,12,3,1,1,234.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,85302,65.84,9.91,83.41,67.01,38.84,159.8,270,8,3,0,3,34.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,47857,75.28,18.68,86.43,64.84,45.35,193.42,146,8,2,1,6,512.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,16633,67.38,8.47,74.27,75.55,40.72,189.75,211,3,2,0,3,909.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,21967,64.42,12.38,68.86,93.65,43.16,160.02,14,5,3,0,2,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,88236,56.18,4.87,74.86,36.85,77.27,323.59,157,1,2,0,3,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1809,76.27,2.13,97.65,32.62,55.6,84.28,236,3,1,1,3,875.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7309,37.77,12.17,57.98,100.0,35.02,104.54,287,2,1,0,4,760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,48044,80.96,6.2,83.23,46.16,28.43,282.45,12,2,1,0,2,472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7240,60.02,11.84,77.13,57.98,100.0,96.21,282,8,5,0,6,853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41304,64.26,16.26,72.17,60.12,63.1,156.49,225,3,3,0,4,559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,19693,55.63,11.84,88.51,35.17,40.75,48.05,325,3,0,1,6,818.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,75861,59.47,6.28,84.49,96.26,36.98,-18.76,302,4,2,0,2,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2035,40135,41.75,4.05,64.67,100.0,59.82,76.66,255,9,2,1,4,587.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,749,67.11,9.39,67.39,39.86,94.57,92.69,145,7,1,0,1,972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,50740,67.4,4.04,52.11,85.35,14.86,136.55,349,4,1,0,5,439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,51556,56.24,3.96,72.08,58.18,66.71,240.86,253,10,2,1,2,495.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,11494,74.0,9.42,58.12,50.01,61.36,98.9,295,6,1,0,3,830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,71301,36.47,13.21,62.51,64.53,53.45,-8.08,258,6,5,0,4,283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,38423,78.3,8.35,79.67,68.76,70.04,239.18,338,5,2,0,3,604.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,54555,48.9,7.58,85.02,79.9,32.01,184.61,249,5,1,0,4,491.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12792,31.28,6.34,76.99,63.29,49.73,-62.42,21,4,0,0,2,933.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,11104,63.21,5.31,75.07,80.33,53.13,180.37,150,3,3,0,2,901.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,48059,66.82,10.36,77.79,66.65,33.85,126.23,230,5,2,0,2,452.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,29855,56.15,2.89,79.51,79.13,74.22,249.89,8,10,3,0,3,664.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,93335,64.28,2.54,86.04,48.22,88.03,198.18,162,3,2,0,7,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,44929,57.38,16.59,68.6,35.87,82.45,314.76,294,7,3,0,5,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,65735,52.89,6.63,74.75,100.0,74.61,15.47,357,4,1,0,1,259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,37626,42.59,8.83,90.41,79.4,51.68,180.57,42,8,1,0,5,570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,64895,73.62,15.39,74.23,98.41,100.0,189.07,47,5,1,0,1,359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,14961,67.65,2.51,74.36,93.01,65.24,261.78,92,3,1,1,5,852.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,78050,64.72,9.73,90.13,76.89,55.14,33.0,195,6,4,1,1,212.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,53561,54.02,7.68,63.11,44.9,59.79,27.31,157,4,0,0,3,469.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,49588,44.81,15.64,47.18,60.81,68.26,176.62,167,7,2,0,8,511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,1823,77.7,8.71,74.74,84.65,68.68,190.71,152,2,2,0,0,836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,92708,57.66,10.84,83.3,98.08,94.26,13.49,183,2,2,1,6,24.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,40099,54.3,12.38,69.24,66.4,63.74,179.89,78,5,2,0,2,503.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,12779,77.19,1.91,84.4,68.72,58.86,298.83,161,4,3,0,4,818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,12778,44.87,8.08,92.47,72.28,67.11,84.12,267,4,2,0,6,820.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,97323,64.49,2.88,73.69,24.91,74.73,218.71,339,2,2,1,3,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6841,56.49,12.23,89.94,91.84,64.41,87.03,106,7,2,0,5,803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030,20705,38.81,9.96,94.0,70.15,75.22,151.36,95,8,4,0,0,681.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,72107,56.23,9.73,76.92,98.14,72.32,165.01,22,5,0,0,1,232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,62835,61.5,6.27,54.83,64.45,89.73,134.79,304,4,4,0,5,334.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,60028,58.18,15.69,79.45,100.0,32.45,93.49,274,7,4,0,4,355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,39594,57.14,4.81,62.0,82.59,68.8,24.81,255,5,1,1,2,575.0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,47785,38.91,3.54,87.51,89.49,98.15,282.16,254,5,3,1,2,493.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,17934,64.75,5.87,77.97,80.65,92.68,335.55,299,1,2,0,4,836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,29714,70.73,12.49,73.67,52.8,55.84,156.86,290,3,1,0,3,611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,74625,74.92,8.63,75.23,68.5,85.69,185.42,53,5,1,0,6,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,8179,39.87,5.73,76.04,99.24,49.69,135.07,73,9,4,0,4,975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,2657,71.11,17.78,62.42,100.0,100.0,66.8,353,5,6,0,0,848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,7244,63.86,16.05,46.26,74.32,41.54,147.48,112,10,2,0,8,883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,92137,46.22,7.83,85.67,45.4,59.78,-13.2,78,5,1,0,5,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,27199,67.7,14.67,75.28,60.36,49.44,247.46,162,0,1,0,2,676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2037,96894,16.96,7.4,85.22,49.11,81.38,125.21,187,2,1,0,1,55.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,60935,48.16,9.37,93.27,30.64,59.09,98.6,268,8,2,0,1,333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,89094,81.64,14.14,70.73,46.04,98.1,214.41,216,5,3,0,2,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,57038,56.33,21.13,92.14,71.15,80.96,121.21,109,4,1,0,4,365.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,68758,48.45,12.26,79.17,84.72,94.84,120.49,339,4,3,0,5,273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,43617,49.89,11.93,68.17,60.46,100.0,251.88,235,2,1,1,7,530.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,88624,22.76,1.93,87.5,62.77,48.2,63.85,172,7,3,0,2,113.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,27583,52.02,1.19,75.08,56.62,79.3,109.85,86,5,0,0,6,712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,24965,58.02,14.47,55.79,99.58,90.47,47.02,227,5,3,0,0,682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2039,86090,58.99,15.32,93.19,61.51,71.4,213.09,7,1,0,1,6,97.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,70147,50.92,3.43,61.57,80.99,90.4,109.83,189,7,0,0,2,250.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
